"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Guelph, Ontario [35550]","2021A003535550","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321121","23.2","258.9","","","","1"
"2021","London, Ontario [35555]","2021A003535555","Number of cybercrime incidents","Number","223","units","0","v116321128","27.1","290","","","","0"
"2021","London, Ontario [35555]","2021A003535555","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321129","27.2","50.9","","","","1"
"2021","Windsor, Ontario [35559]","2021A003535559","Number of cybercrime incidents","Number","223","units","0","v116321140","33.1","606","","","","0"
"2021","Windsor, Ontario [35559]","2021A003535559","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321141","33.2","149.4","","","","1"
"2021","Barrie, Ontario [35568]","2021A003535568","Number of cybercrime incidents","Number","223","units","0","v116321114","20.1","410","","","","0"
"2021","Barrie, Ontario [35568]","2021A003535568","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321115","20.2","153.4","","","","1"
"2021","Greater Sudbury, Ontario [35580]","2021A003535580","Number of cybercrime incidents","Number","223","units","0","v116321118","22.1","761","","","","0"
"2021","Greater Sudbury, Ontario [35580]","2021A003535580","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321119","22.2","418.6","","","","1"
"2021","Thunder Bay, Ontario [35595]","2021A003535595","Number of cybercrime incidents","Number","223","units","0","v116321136","31.1","189","","","","0"
"2021","Thunder Bay, Ontario [35595]","2021A003535595","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321137","31.2","148.7","","","","1"
"2021","Manitoba [46]","2021A000246","Number of cybercrime incidents","Number","223","units","0","v116321142","34.1","2178","","","","0"
"2021","Manitoba [46]","2021A000246","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321143","34.2","156.8","","","","1"
"2021","Winnipeg, Manitoba [46602]","2021A003546602","Number of cybercrime incidents","Number","223","units","0","v116321144","35.1","1555","","","","0"
"2021","Winnipeg, Manitoba [46602]","2021A003546602","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321145","35.2","185.4","","","","1"
"2021","Saskatchewan [47]","2021A000247","Number of cybercrime incidents","Number","223","units","0","v116321146","36.1","1890","","","","0"
"2021","Saskatchewan [47]","2021A000247","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321147","36.2","163.8","","","","1"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Number of cybercrime incidents","Number","223","units","0","v116321148","37.1","226","","","","0"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321149","37.2","87.1","","","","1"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Number of cybercrime incidents","Number","223","units","0","v116321150","38.1","850","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321151","38.2","255.3","","","","1"
"2021","Alberta [48]","2021A000248","Number of cybercrime incidents","Number","223","units","0","v116321152","39.1","8661","","","","0"
"2021","Alberta [48]","2021A000248","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321153","39.2","194.9","","","","1"
"2021","Lethbridge, Alberta [48810]","2021A003548810","Number of cybercrime incidents","Number","223","units","0","v1066363732","51.1","502","","","","0"
"2021","Lethbridge, Alberta [48810]","2021A003548810","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363733","51.2","394.0","","","","1"
"2021","Calgary, Alberta [48825]","2021A003548825","Number of cybercrime incidents","Number","223","units","0","v116321154","40.1","3130","","","","0"
"2021","Calgary, Alberta [48825]","2021A003548825","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321155","40.2","202.9","","","","1"
"2021","Red Deer, Alberta [48830]","2021A003548830","Number of cybercrime incidents","Number","223","units","0","v1593158554","55.1","281","","","","0"
"2021","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","269.3","","","","1"
"2021","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","3518","","","","0"
"2021","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","237.8","","","","1"
"2021","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","15819","","","","0"
"2021","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","302.7","","","","1"
"2021","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","742","","","","0"
"2021","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","321.5","","","","1"
"2021","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","222","","","","0"
"2021","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","190.0","","","","1"
"2021","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","726","","","","0"
"2021","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","605.6","","","","1"
"2021","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","921","","","","0"
"2021","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","451.0","","","","1"
"2021","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","8838","","","","0"
"2021","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","318.8","","","","1"
"2021","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","1388","","","","0"
"2021","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","334.3","","","","1"
"2021","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","220","","","","0"
"2021","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","183.1","","","","1"
"2021","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","93","","","","0"
"2021","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","216.4","","","","1"
"2021","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","102","","","","0"
"2021","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","228.8","","","","1"
"2021","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","59","","","","0"
"2021","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","147.2","","","","1"
"2021","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","34","","","","0"
"2021","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2022","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","80246","","","","0"
"2022","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","206.7","","","","1"
"2022","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","15542","","","","0"
"2022","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","155.7","","","","1"
"2022","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","64658","","","","0"
"2022","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","224.1","","","","1"
"2022","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","912","","","","0"
"2022","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","171.6","","","","1"
"2022","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","187","","","","0"
"2022","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","85.7","","","","1"
"2022","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","255","","","","0"
"2022","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","152.8","","","","1"
"2022","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","3212","","","","0"
"2022","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","313.3","","","","1"
"2022","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","1651","","","","0"
"2022","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","330.8","","","","1"
"2022","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","1753","","","","0"
"2022","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","216.5","","","","1"
"2022","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","392","","","","0"
"2022","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","220.7","","","","1"
